#Source: http://thegreatestbooks.org/
1150,The Sportswriter ,Richard Ford,1986
1151,Birthday Letters,Ted Hughes,1998
1152,World's End,T. C. Boyle,1987
1153,Birdsong,Sebastian Faulks,1993
1154,As You Like it,William Shakespeare,1623
1155,Hotel du Lac,Anita Brookner,1984
1156,Last Orders,Graham Swift,1996
1157,Play It As It Lays ,Joan Didion,1970
1158,Life After Life,Kate Atkinson,2013
1159,Party Going,Henry Green,1939
1160,Living Up The Street,Gary Soto,1985
1161,Good Omens,Terry Pratchett and Neil Gaiman,1990
1162,The Death of Artemio Cruz,Carlos Fuentes,1962
1163,Flicker,Theodore Roszak,1991
1164,Sold,Patricia McCormick,2006
1165,Anne of Green Gables,Lucy Maud Montgomery,1908
1166,Three Men in a Boat,Jerome K. Jerome,1889
1167,You Shall Know Our Velocity,Dave Eggers,2002
1168,Before We Were Free,Julia Alvarez,2002
1169,Been Down So Long it Looks Like Up to Me,Richard Fariña,1966
1170,The Bonesetter's Daughter,Amy Tan,2001
1171,Dawn,Elie Wiesel,1961
1172,Dreaming in Cuban,Cristina García,1992
1173,"Little, Big",John Crowley,1981
1174,Jayber Crow,Wendell Berry,2000
1175,The Phantom of the Opera,Gaston Leroux,1909
1176,Purple Hibiscus,Chimamanda Ngozi Adichie,2003
1177,"Ties That Bind, Ties That Break",Lensey Namioka,1999
1178,O Pioneers!,Willa Cather,1913
1179,A Book of Luminous Things,Czesław Miłosz,1996
1180,Drown,Junot Diaz,1996
1181,The Bostonians,Henry James,1886
1182,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,1998
1183,Retold African American Folktales,David Haynes,
1184,This Side of Paradise,F. Scott Fitzgerald,1920
1185,The Blue Sword,Robin McKinley,1982
1186,The Book of Laughter and Forgetting ,Milan Kundera ,1979
1187,Born Confused,Tanuja Desai Hidier,2002
1188,A Little Princess,Frances Hodgson Burnett,1905
1189,Chanda's Secrets,Allan Stratton,2004
1190,Where Angels Fear to Tread,E. M. Forster,1905
1191,City of the Beasts,Isabel Allende,2002
1192,Crow Lake,Mary Lawson,2002
1193,I Capture the Castle,Dodie Smith,1934
1194,Living,Henry Green,1929
1195,The Short Stories Of Thomas Hardy ,Thomas Hardy,1928
1196,Through the Language Glass: Why the World Looks Different in Other Languages,Guy Deutscher,
1197,Anil's Ghost,Michael Ondaatje,2000
1198,The Worst Witch,Jill Murphy,1974
1199,The Collected Poems of A. E. Housman,A. E. Housman,1939
1200,"He, She and It",Marge Piercy,1991
1201,Diary of a Wimpy Kid,Jeff Kinney,
1202,Goodnight Mister Tom,Michelle Magorian,1981
1203,A Severed Head,Iris Murdoch,1961
1204,Where the Sidewalk Ends,Shel Silverstein,
1205,Kabbalah,Unknown,1195
1206,Artemis Fowl,Eoin Colfer,2001
1207,The Bridge,Hart Crane,1930
1208,The Commitments,Roddy Doyle,1987
1209,Nights At The Circus,Angela Carter,1984
1210,The Farming of Bones,Edwidge Danticat,1998
1211,"Selected Poems, 1965-1975",Margaret Atwood,1975
1212,The Girl with the Dragon Tattoo,Stieg Larsson,2005
1213,The African Child,Camara Laye,1953
1214,"Breath, Eyes, Memory",Edwidge Danticat,
1215,Collected Poems,Allen Ginsberg,1984
1216,The Golden Compass,Philip Pullman,
1217,American Gods,Neil Gaiman,2001
1218,River of Fire,Qurratulain Hyder,1959
1219,Selected Poems II: 1976 - 1986,Margaret Atwood,1986
1220,The Beautyful Ones are Not Yet Born,Ayi K. Armah,1968
1221,A Series of Unfortunate Events #1: The Bad Beginning,Lemony Snicket,
1222,The Very Hungry Caterpillar,Eric Carle,
1223,The Remorseful Day,Colin Dexter,1999
1224,The Tiger Who Came to Tea ,Judith Kerr,1968
1225,The Collected Poems of Theodore Roethke,Theodore Roethke,1963
1226,The Story of Tracy Beaker,Jacqueline Wilson,1991
1227,Ubik,Philip K. Dick,1969
1228,Stormbreaker,Anthony Horowitz,2000
1229,Knots and Crosses: An Inspector Rebus Novel,Ian Rankin,1987
1230,The Unicorn,Iris Murdoch,1963
1231,The Master of Ballantrae: A Winter's Tale,Robert Louis Stevenson,1889
1232,Ecotopia,Ernest Callenbach,1975
1233,North,Seamus Heaney,1975
1234,The Painted Bird ,Jerzy Kosinski,1965
1235,The Enchanted Wood,Enid Blyton,1939
1236,The Boy in the Striped Pyjamas,John Boyne,2006
1237,The Colour of Magic,Terry Pratchett,1983
1238,The Stories of Vladimir Nabokov,Vladimir Nabokov,1977
1239,Blindness,Henry Green,1926
1240,The Poems of Emily Bronte,Emily Brontë,1850
1241,The Physician,Noah Gordon,1986
1242,Early Novels and Stories,James Baldwin,1987
1243,Bread Givers: A Novel : a Struggle Between a Father of the Old World and a Daughter of the New,Anzia Yezierska,
1244,"Percy Jackson and the Olympians, Book One: Lightning Thief, The",Rick Riordan,
1245,Water Music,T.C. Boyle,1982
1246,The Hearts and Lives of Men: A Novel,Fay Weldon,1987
1247,Story of the Eye,Georges Bataille,1928
1248,Valley of the Dolls,Jacqueline Susann,
1249,The Gruffalo,Julia Donaldson,1999
1250,The Works of Walter Savage Landor,Walter Savage Landor,1864
1251,Falconer,John Cheever,1977
1252,The House at Pooh Corner,A.A Milne,
1253,The Green Knight,Iris Murdoch,1993
1254,The Berlin Stories,Christopher Isherwood,1946
1255,The Wasp Factory: A Novel,Iain Banks,1984
1256,Goodnight Moon,Margaret Wise Brown,
1257,A Reckless Character and Other Stories,Ivan Turgenev,1883
1258,A Dog's Purpose,W. Bruce Cameron,2010
1259,Stories,T.C. Boyle,
1260,The Secret Diary of Adrian Mole Aged 13 3/4,Sue Townsend,1982
1261,Cutting for Stone,Abraham Verghese,
1262,Venus in Furs,Leopold Von Sacher-Masoch,1870
1263,Palace of the Peacock,Wilson Harris,1960
1264,Trainspotting,Irvine Welsh,1993
1265,The Winter's Tale,William Shakespeare,1623
1266,Darkness Spoken: The Collected Poems,Ingeborg Bachmann,1994
1267,We're Going on a Bear Hunt,Michael Rosen,1989
1268,In the Heart of the Heart of the Country & Other Stories,William H. Gass,
1269,John Wesley's Sermons: An Anthology,Albert C. Outler,1791
1270,Dissolution: A Shardlake Novel,C. J. Sansom,2003
1271,Noughts and Crosses,Malorie Blackman,2001
1272,Mating,Norman Rush,1990
1273,The Notebook: The Proof ; The Third Lie : Three Novels,Agota Kristof,1986
1274,The Haunting of Hill House ,Shirley Jackson,1959
1275,Oscar and Lucinda,Peter Carey,1988
1276,Men Without Women,Ernest Hemingway,1927
1277,Books of Blood,Clive Barker,1985
1278,I Am Legend,Richard Matheson,1954
1279,The Quiet American ,Graham Greene,1955
1280,The Plot Against America,Philip Roth,2004
1281,The Intuitionist: A Novel,Colson Whitehead,1999
1282,Sixty Stories,Donald Barthelme,1981
1283,Tales of H. P. Lovecraft,H. P. Lovecraft,1937
1284,The Pursuit Of Love,Nancy Mitford,1945
1285,Lonesome Dove,Larry McMurtry,1985
1286,The Executioner's Song,Norman Mailer,1980
1287,Goodbye to Berlin,Christopher Isherwood,1939
1288,An Artist of the Floating World ,Kazuo Ishiguro,1986
1289,The Great Fire,Shirley Hazzard,2003
1290,Death Of A Salesman,Arthur Miller,1949
1291,The Man with the Golden Arm,Nelson Algren,1949
1292,City of Salt,Abdelrahman Munif,1987
1293,Americanah,Chimamanda Ngozi Adichie,2013
1294,JR,William Gaddis,1975
1295,Haunted,Chuck Palahniuk,2005
1296,The Stories of Ray Bradbury,Ray Bradbury,2010
1297,Waverley,Sir Walter Scott,1814
1298,My Brilliant Friend,Elena Ferrante,2011
1299,Gaudy Night,Dorothy L. Sayers,1935
1300,Snow Country,Yasunari Kawabata,1935
1301,The Clan of the Cave Bear,Jean M. Auel,1980
1302,The Electric Michelangelo,Sarah Hall,2004
1303,Mrs Palfrey at the Claremont,Elizabeth Taylor,1971
1304,The Bottle Factory Outing,Beryl Bainbridge,1974
1305,The Horse Whisperer,Nicholas Evans,1995
1306,Ghostwritten,David Mitchell,1999
1307,Lanark ,Alasdair Gray,1981
1308,Selected Stories of Philip K. Dick,Philip K. Dick,1982
1309,The BFG,Roald Dahl ,1982
1310,The Periodic Table,Primo Levi,1975
1311,L.A. Confidential ,James Ellroy,1990
1312,Cold Nights,Ba Jin,1947
1313,The Woman in the Dunes,Kobo Abe,1964
1314,No Country for Old Men,Cormac McCarthy,2005
1315,In Watermelon Sugar,Richard Brautigan,1968
1316,The Water Margin: Outlaws of the Marsh,Shi Naian,1127
1317,It: A Novel,Stephen King,1986
1318,The Complete Stories,Zora Neale Hurston,1955
1319,Cheri,Colette,1920
1320,The Complete Short Stories of Jack London,Jack London,1916
1321,"The Diary of Anais Nin, 1931-1934",Anaïs Nin,1934
1322,"The Hunting of the Snark: An Agony, in Eight Fits",Lewis Carroll,1876
1323,Last Exit to Brooklyn,Hubert Selby,1964
1324,The Collected Works,Kahlil Gibran,1931
1325,"Struwwelpeter, Or, Merry Rhymes and Funny Pictures...",Heinrich Hoffmann,1845
1326,Apu Ollontay,Peru,1857
1327,The Magic Toyshop,Angela Carter,1967
1328,Collected Short Stories of Saki,Saki,1916
1329,Selected Poems of Gabriela Mistral,Gabriela Mistral,1957
1330,If: A Father's Advice to His Son,Rudyard Kipling,1910
1331,The Collected Poems of Langston Hughes,Langston Hughes,1967
1332,An Occurrence at Owl Creek Bridge,Ambrose Bierce,1890
1333,Collected Poems 1912-1944,Hilda Doolittle,1944
1334,The Collected Short Stories of Maxim Gorky,Maxim Gorky,1936
1335,Wild at Heart: The Story of Sailor and Lula,Barry Gifford,1990
1336,Foucault's Pendulum,Umberto Eco,1988
1337,Hagoromo: A Celestial Robe,Japan,1524
1338,The Wonderful Story of Henry Sugar,Roald Dahl,1977
1339,"Foliage: Or, Poems Original and Translated",Leigh Hunt,1859
1340,Christina Rossetti: The Complete Poems,Christina Georgina Rossetti,1894
1341,The Three Hundred Tang Poems,China,1763
1342,Edward Lear's Book of Nonsense,Edward Lear,1846
1343,Oroonoko,Aphra Behn,1689
1344,Einstein's Dreams,Alan Lightman,1992
1345,Best Science Fiction Stories of H. G. Wells,H. G. Wells,1946
1346,The Works of George Peele,George Peele,1596
1347,Selected Poems,Andrew Marvell,1678
1348,Native American Folktales,Thomas A. Green,
1349,The Complete Fairy Tales of Charles Perrault,Charles Perrault,1703
1350,The Voyage Out,Virginia Woolf,1915
1351,Le Bateau Ivre,Arthur Rimbaud,1871
1352,Resurrection: A Novel,Leo Tolstoy,1899
1353,The Pillars Of The Earth,Ken Follet,1989
1354,Follow the River,James Alexander Thom,1981
1355,The Violent Bear It Away,Flannery O'Connor,1960
1356,The Da Vinci Code,Dan Brown,2006
1357,Mumbo Jumbo,Ishmael Reed,1972
1358,House Made of Dawn,N. Scott Momaday,1968
1359,Ender's Game,Orson Scott Card,1980
1360,Everything Is Illuminated,Jonathan Safran Foer,2002
1361,Bridge to Terabithia,Katherine Paterson,1977
1362,V,Thomas Pynchon,1963
1363,Independence Day,Richard Ford,1995
1364,Sabbath's Theater,Philip Roth,1995
1365,Ben-Hur,Lew Wallace,1880
1366,The Secret Garden,Frances Hodgson Burnett,1911
1367,Busman’s Honeymoon,Dorothy L Sayers,1937
1368,Libra,Don DeLillo,1988
1369,The Counterlife,Philip Roth,1986
1370,Winter's Tale,Mark Helprin,1983
1371,Operation Shylock,Philip Roth,1993
1372,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,1996
1373,Correction,Thomas Bernhard,1979
1374,The Chaneysville Incident,David Bradley,1981
1375,A Patchwork Planet,Anne Tyler,1998
1376,Shogun,James Clavell,1975
1377,Outlander,Diana Gabaldon,
1378,The Moon is a Harsh Mistress,Robert A. Heinlein,1966
1379,Misery,Stephen King,1987
1380,Fried Green Tomatoes,Fannie Flagg,1991
1381,Tisha,Robert Specht,1976
1382,Christy,Catherine Marshall,1967
1383,Lost Horizon,James Hilton,1933
1384,Boy's Life,Robert R. McCammon,1991
1385,Chesapeake,James A. Michener,1978
1386,How Green Was My Valley,Richard Llewellyn,1939
1387,"I, Robot",Isaac Asimov,1950
1388,The Help,Kathryn Stockett,2009
1389,The Dyskolos,Menander ,-316
1390,Fifty Shades of Grey: ,E L James,2011
1391,Cities of the Plain,Cormac McCarthy,1998
1392,Where I'm Calling From,Raymond Carver,1988
1393,The Crossing,Cormac McCarthy,1994
1394,Under Western Eyes,Joseph Conrad,1911
1395,Giovanni's Room,James Baldwin,1956
1396,The Man Who Was Thursday,G. K. Chesterton,1908
1397,The Moonstone,Wilkie Collins,1868
1398,Europe Central,William T. Vollmann,2005
1399,Woodcutters,Thomas Bernhard,1985
1400,Murphy,Samuel Beckett,1938
1401,The Fixer,Bernard Malamud,1966
1402,The Book of the New Sun,Gene Wolfe,1983
1403,"Goodbye, Columbus",Philip Roth,1959
1404,Suttree,Cormac McCarthy,1979
1405,Far Tortuga,Peter Matthiessen,1875
1406,The Magic Barrel,Bernard Malamud,1958
1407,Roots,Alex Haley,1977
1408,Froth on the daydream,Boris Vian,1947
1409,Devil in a Blue Dress,Walter Mosley,1990
1410,The Iron Heel,Jack London,1908
1411,Augustus,John Williams,1973
1412,Nothing Like the Sun,Anthony Burgess,1964
1413,In the Heart of the Heart of the Country,William H. Gass,1968
1414,Voss,Patrick White,1957
1415,The Thinking Reed,Rebecca West,1936
1416,The Curious Incident of the Dog in the Night-time,Mark Haddon,2003
1417,Moravagine,Blaise Cendrars,1926
1418,The Narrative of Arthur Gordon Pym,Edgar Allan Poe,1838
1419,Beat the Devil,Claud Cockburn,1951
1420,The Indian Lawyer,James Welch,1990
1421,The White Hotel,D. M. Thomas,1981
1422,The Murder of Roger Ackroyd,Agatha Christie,1926
1423,The Gambler,Fyodor Dostoyevsky,1867
1424,Amongst Women,John McGahern,1990
1425,The Ordeal of Gilbert Pinfold,Evelyn Waugh,1957
1426,Salvage the Bones: A Novel,Jesmyn Ward,2011
1427,Life & Times of Michael K,J. M. Coetzee,1983
1428,Light Years,James Salter,1976
1429,Our Lady of the Flowers,Jean Genet,1943
1430,The Almanac of the Dead,Leslie Marmon Silko,1991
1431,Tree of Smoke,Denis Johnson,2007
1432,Affliction,Russell Banks,1997
1433,Burr,Gore Vidal,1973
1434,Chimera,John Barth,1972
1435,The Moor's Last Sigh,Salman Rushdie,1995
1436,The Dying Earth,Jack Vance,1950
1437,The Slaves of Solitude,Patrick Hamilton,1947
1438,Novel on Yellow Paper,Stevie Smith,1936
1439,Wittgenstein's Mistress,David Markson,1988
1440,A Feast of Snakes,Harry Crews,1976
1441,Vida,Marge Piercy,1975
1442,The American,Henry James,1877
1443,A Place of Greater Safety,Hilary Mantel,1992
1444,Animal Dreams,Barbara Kingsolver,1990
1445,A New Life,Bernard Malamud,1961
1446,The Mask of Dimitrios,Eric Ambler,1944
1447,Written on the Body,Jeanette Winterson,1993
1448,The Bastard of Istanbul,Elif Shafak,2006
1449,July's People,Nadine Gordimer,1981
1450,Julian,Gore Vidal,1964
1451,The Killer Inside Me,Jim Thompson,1952
1452,An American Dream,Norman Mailer,1965
1453,Amerika,Franz Kafka,1927
1454,If He Hollers Let Him Go,Chester Himes,1945
1455,Flaubert's Parrot,Julian Barnes,1984
1456,Matterhorn,Karl Marlantes,2009
1457,The Heather Blazing,Colm Toibin,1992
1458,The Last Good Kiss,James Crumley,1978
1459,An Accidental Man,Iris Murdoch,1971
1460,The Radiant Way,Margaret Drabble,1987
1461,Cities of the Red Night: A Novel,William S. Burroughs,1981
1462,Riders of the Purple Sage,Zane Grey,1912
1463,My Life and My Life in the Nineties,Lyn Hejinian,1980
1464,Ray,Barry Hannah,1980
1465,Tripmaster Monkey,Maxine Hong Kingston,1989
1466,The Rachel Papers,Martin Amis,1973
1467,The Golden Gate,Vikram Seth,1986
1468,The Ballad of the Sad Cafe,Carson McCullers,1951
1469,Sweet Days of Discipline,Fleur Jaeggy,1989
1470,Gateway,Frederik Pohl,84
1471,Machine Dreams,Jayne Anne Phillips,1984
1472,"I, Tituba, Black Witch of Salem",Maryse Condé,1986
1473,Two Serious Ladies,Jane Bowles,1946
1474,The Stone Diaries,Carol Shields,1993
1475,Mr. American,George MacDonald Fraser,1980
1476,The Dogs of March,Ernest Hebert,1979
1477,Distant Star,Roberto Bolaño,1996
1478,The Deceivers,John Masters,1952
1479,The Kreutzer Sonata: And Other Stories,Leo Tolstoy,1889
1480,The King Must Die,Mary Renault,1958
1481,The Elementary Particles,Michel Houellebecq,1998
1482,Sleeping Beauty,Ross Macdonald,1973
1483,The Spoils of Poynton,Henry James,1897
1484,The House Of Splendid Isolation,Edna O'Brien,1994
1485,Stoner,John Williams,1965
1486,Lucy,Jamaica Kincaid,1990
1487,A Violent Life,Pier Paolo Pasolini,1959
1488,The Daughter of Time,Josephine Tey,1951
1489,VALIS,Philip K. Dick,1981
1490,Greenmantle,John Buchan,1916
1491,The Black Swan,Thomas Mann,1954
1492,On the Bus with Rosa Parks,Rita Dove,1999
1493,Mythologies,Roland Barthes,1957
1494,Green Eggs and Ham,Dr. Seuss,1960
1495,Against Nature,J. K. Huysmans,1884
1496,Vile Bodies,Evelyn Waugh,1930
1497,Of Love and Shadows,Isabel Allende,1984
1498,Nog,Rudy Wurlitzer,1969
1499,Collected Poems of Frank O'Hara,Frank O'Hara,1971
1500,The Real Life of Alejandro Mayta,Mario Vargas Llosa,1986
1501,The Subterraneans,Jack Kerouac,1958
1502,The Invisible Man,H. G. Wells,1897
1503,Thank You and Other Poems,Kenneth Koch,1962
1504,African Stories,Doris Lessing,1964
1505,The Third Policeman,Flann O'Brien,1967
1506,Pushcart Prize Anthology,Pushcart Prize,1976
1507,The Wine of Astonishment,Earl Lovelace,1982
1508,Searching for Caleb,Anne Tyler,1975
1509,Seven Gothic Tales,Karen Blixen,1934
1510,From Russia with Love,Ian Fleming,1957
1511,"I, etcetera",Susan Sontag,1978
1512,The Changeling,Joy Williams,1978
1513,Falling in Place,Ann Beattie,1981
1514,The Complete Poems of Marianne Moore,Marianne Moore,1958
1515,The Cunning Man,Robertson Davies,1994
1516,Love in a Cold Climate,Nancy Mitford,1949
1517,The Natural,Bernard Malamud,1952
1518,Rivers and Mountains,John Ashbery,1966
1519,The Palm-Wine Drinkard,Amos Tutola,1952
1520,Man in the Holocene,Max Frisch,1979
1521,Cat on a Hot Tin Roof ,Tennessee Williams,1955
1522,Petals of blood,Ng̃ug̃i wa Thiongʼo,1977
1523,Black Tickets,Jayne Anne Phillips,1979
1524,The Pure and the Impure,Colette,1967
1525,Tragic Magic,Wesley Brown,1978
1526,"Poems: Selected and New, 1950-1974",Adrienne Rich,1974
1527,Junky,William S. Burroughs,1953
1528,The Castle of Otranto: A Gothic Story,Horace Walpole,1764
1529,God's Bits of Wood,Ousmane Sembène,1960
1530,Advertisements for Myself,Norman Mailer,1959
1531,The Collected Poems of Audre Lorde,Audre Lorde,1997
1532, Kaspar and Other Plays,Peter Handke,1967
1533,The Oranging of America,Max Apple,1976
1534,"Will You Please be Quiet, Please?",Raymond Carver,1976
1535,Sexual Perversity in Chicago,David Mamet,1970
1536,Blood Oranges,John Hawkes,1997
1537,A Spy In The House Of Love,Anais Nin,1954
1538,Diamonds Are Forever,Ian Fleming,1956
1539,A Sorrow Beyond Dreams,Peter Handke,1972
1540,Hangover Square: A Story of Darkest Earl's Court,Patrick Hamilton,1941
1541,The Box Man,Kobo Abé,1947
1542,She,H. Rider Haggard,1887
1543,Collected Stories of Peter Taylor,Peter Taylor,1971
1544,The Lime Twig,John Hawkes,1961
1545,Woman at Point Zero,Nawal El Saadawi,1973
1546,The Coup,John Updike,1978
1547,The Ghost Road,Pat Barker,1995
1548,Suite Française,Irène Némirovsky,2004
1549,Cane,Jean Toomer,1923
1550,Netherland,Joseph O'Neill,2009
1551,Bring Up the Bodies: A Novel,Hilary Mantel,2012
1552,On Beauty,Zadie Smith,2005
1553,Going Native,Stephen Wright,1994
1554,Mr. Sammler's Planet,Saul Bellow,1970
1555,The Amber Spyglass,Philip Pullman,2000
1556,The Accidental,Ali Smith,2005
1557,Case Histories,Kate Atkinson,2007
1558,The Siege of Krishnapur,J. G. Farrell,1973
1559,The Secret Scripture,Sebastian Barry,2008
1560,World's Fair,E. L. Doctorow,1985
1561,Clockers,Richard Price,1992
1562,Snow,Orhan Pamuk,2002
1563,Home,Marilynne Robinson ,2008
1564,The Glass Bead Game,Hermann Hesse,1943
1565,Fingersmith,Sarah Waters,2002
1566,True History of the Kelly Gang,Peter Carey,2000
1567,The Optimist's Daughter,Eudora Welty,1972
1568,The White Tiger,Aravind Adiga,2008
1569,The Country of the Pointed Firs,Sarah Orne Jewett,1896
1570,A Lesson Before Dying,Ernest J. Gaines,1993
1571,Morte D'Urban,J. F. Powers,1962
1572,A Sport and a Pastime,James Salter,1967
1573,The Inheritance of Loss,Kiran Desai,2006
1574,Empire Falls,Richard Russo,2001
1575,Them,Joyce Carol Oates,1969
1576,The March,E. L. Doctorow,2005
1577,Women in Their Beds,Gina Berriault,1997
1578,The Hours,Michael Cunningham,1998
1579,The Orphan Master's Son: A Novel,Adam Johnson,2012
1580,Let the Great World Spin: A Novel,Colum McCann,2009
1581,Brooklyn,Colm Tóibín,2009
1582,Billy Bathgate,E. L. Doctorow,1989
1583,The Collected Stories of Jean Stafford,Jean Stafford,1970
1584,The Collected Stories of Katherine Anne Porter,Katherine Anne Porter,1965
1585,The Public Burning,Robert Coover,1977
1586,Masterworks of the Classical Haida Mythtellers,Robert Bringhurst,2002
1587,Mystic River,Dennis Lehane,2001
1588,The Making of Americans,Gertrude Stein,1925
1589,The Soft Machine,William S. Burroughs,1961
1590,Nova Express,William S. Burroughs,1964
1591,The Ticket That Exploded,William S. Burroughs,1962
1592,Take It Or Leave It,Raymond Federman,1976
1593,Say You’re One of Them,Uwem Akpan,2008
1594,Black Water,Joyce Carol Oates,1992
1595,Rapture,Carol Ann Duffy,2005
1596,Words,Jacques Prévert,1946
1597,The Blue Lotus,Hergé,1936
1598,The Theogony,Hesiod,-700
1599,The Wife of Martin Guerre,Janet Lewis,1941
1600,Asterix the Gaul,Rene Goscinny,1961
1601,The Bald Soprano,Eugène Ionesco,1959
1602,The Abyss,Marguerite Yourcenar,1968
1603,The Unconsoled,Kazuo Ishiguro,1995
1604,Cranford,Elizabeth Gaskell,1851
1605,The Rifles,William T. Vollmann,1994
1606,The Collected Stories of Amy Hempel,Amy Hempel,2006
1607,The Horseman on the Roof,Jean Giono,1951
1608,Belle du Seigneur,Albert Cohen,1968
1609,Dhalgren,Samuel R. Delany,1975
1610,The Lovely Bones,Alice Sebold,2002
1611,The Stain: A Novel,Rikki Ducornet,1984
1612,Entering Fire,Rikki Ducornet,1986
1613,Thérèse Desqueyroux,François Mauriac,1927
1614,The Arrival,Shaun Tan,2006
1615,The Jade Cabinet,Rikki Ducornet,1993
1616,The Fountains of Neptune,Rikki Ducornet,1992
1617,A Personal Matter,Kenzaburo Oe,1964
1618,How I Live Now,Meg Rosoff,2004
1619,Mona Lisa Overdrive,William Gibson,1988
1620,Count Zero,William Gibson,1986
1621,Confusion,Stefan Zweig,1927
1622,William Trevor: The Collected Stories,William Trevor,2009
1623,The Eye in the Door,Pat Barker,1993
1624,Lookout cartridge,Joseph McElroy,1974
1625,Runaway,Alice Munro ,2004
1626,The House on Mango Street,Sandra Cisneros,1984
1627,Silence de la Mer,Vercors,1942
1628,LaBrava,Elmore Leonard,1983
1629,Thursbitch,Alan Garner,2003
1630,A Mirror for Witches,Esther Forbes,1928
1631,Genoa: a telling of wonders,Paul C. Metcalf,1965
1632,The Voyeur,Alain Robbe-Grillet,1953
1633,Under Satan's Sun,Georges Bernanos,1926
1634,Eva Luna,Isabel Allende,1985
1635,Sandman,Neil Gaiman,1991
1636,Double Or Nothing,Raymond Federman,1971
1637,The Joke,Milan Kundera,1967
1638,Galileo,Bertolt Brecht,1945
1639,The Soul of Kindness,Elizabeth Taylor,1964
1640,A Ghost at Noon,Alberto Moravia,1954
1641,The Ghost,Robert Harris,2007
1642,Less Than Angels,Barbara Pym,1955
1643,The Cannibal: Novel,John Hawkes,1949
1644,Aurélien,Louis Aragon,1944
1645,The Satin Slipper,Paul Claudel,1929
1646,Youth,J. M. Coetzee,2002
1647,Nightwood,Djuna Barnes,1936
1648,Waiting to Exhale,Terry McMillan,1995
1649,Wolf Brother,Michelle Paver,2004
1650,The Trickster of Seville and His Guest of Stone,Tirso de Molina,1630
1651,The Resistible Rise of Arturo Ui,Bertolt Brecht,1941
1652,Friday,Michel Tournier,1967
1653,Mensagem,Fernando Pessoa,1934
1654,The Night Manager,John le Carré,1993
1655,If Nobody Speaks of Remarkable Things,Jon McGregor,2002
1656,Fleshmarket Close,Ian Rankin,2004
1657,The Children of Men,P. D. James,1992
1658,Always Coming Home,Ursula K. Le Guin,1985
1659,Drop City,T. Coraghessan Boyle,2003
1660,Dart,Alice Oswald,2002
1661,Krik? Krak!,Edwidge Danticat,1995
1662,Tendrils of Vines,Colette,1908
1663,Capital of Pain,Paul Éluard,1926
1664,Martin Eden,Jack London,1909
1665,Life in the Far West,George Frederick Ruxton,1849
1666,Ballad of the Salt Sea,Hugo Pratt,1926
1667,Sugar Street,Naguib Mahfouz,1957
1668,Palace of Desire,Naguib Mahfouz,1957
1669,Staying Alive,Neil Astley,2003
1670,The Lost Honour of Katharina Blum,Heinrich Böll,1974
1671,Palace Walk,Naguib Mahfouz,1956
1672,The Opposing Shore,Julien Gracq,1951
1673,Riddley Walker,Russell Hoban,1980
1674,Go in Beauty,William Eastlake,1956
1675,The Kindly One,Jonathan Littell,2006
1676,The Bronc People,William Eastlake,1958
1677,Portrait of an Artist with 26 Horses,William Eastlake,1962
1678,The Franchiser,Stanley Elkin,1976
1679,The Wonderful Adventures of Nils,Selma Lagerlöf,1906
1680,Lady into Fox,David Garnett,1922
1681,The PowerBook,Jeanette Winterson,2002
1682,The Martian Chronicles,Ray Bradbury,1950
1683,Skinny Legs and All,Tom Robbins,1990
1684,Rhinoceros and Other Plays,Eugène Ionesco,1959
1685,The Ravishing of Lol Stein,Marguerite Duras,1964
1686,The Interrogation,J. M. G. Le Clezio,1963
1687,The Age of Wire and String,Ben Marcus,1995
1688,Tropisms,Nathalie Sarraute,1939
1689,"Blind Willow, Sleeping Woman",Haruki Murakami,2006
1690,Tlooth,Harry Mathews,1966
1691,Waiting for the Mahatma,R. K. Narayan,1955
1692,War Music,Christopher Logue,2009
1693,The Damned Utd,David Peace,2006
1694,A Sight for Sore Eyes,Ruth Rendell,1998
1695,Collected Poems of Michael Donaghy,Michael Donaghy,2009
1696,The Illustrious House of Ramires,Eça de Queirós,1900
1697,The Flight from the Enchanter,Iris Murdoch,1956
1698,The Citadel of the Autarch,Gene Wolfe,1983
1699,The Shadow of the Torturer,Gene Wolfe,1980
1700,The Claw Of The Conciliator,Gene Wolfe,1981
1701,The Sword of the Lictor,Gene Wolfe,1982
1702,Eustace and Hilda,L.P. Hartley,1944
1703,"Bright Lights, Big City",Jay McInerney,1984
1704,Billy Phelan's Greatest Game,William Kennedy,1978
1705,Legs,William Kennedy,1975
1706,The Emperor's Children,Claire Messud,2006
1707,The Tunnel,William H. Gass,1995
1708,"Go Down, Moses",William Faulkner,1942
1709,The General of the Dead Army,Ismail Kadare,1963
1710,Born Yesterday,Gordon Burn,2008
1711,Omensetter's Luck,William H. Gass,1966
1712,Holes,Louis Sachar,1998
1713,The Strange Case of Peter the Lett,Georges Simenon,1931
1714,The Enchantress of Florence,Salman Rushdie,2008
1715,Darconville's Cat,Alexander Theroux,1981
1716,Up,Ronald Sukenick,1968
1717,The Golden Apples,Eudora Welty,1949
1718,Twilight,Stephenie Meyer,2005
1719,A Home at the End of the World,Michael Cunningham,1990
1720,Yellow Back Radio Broke-Down,Ishmael Reed,1969
1721,Furor and Mystery,René Char,1948
