#Source: http://thegreatestbooks.org/
1073,Pulphead: Essays,John Jeremiah Sullivan,2011
1074,Charles Sumner and the Coming of the Civil War,David Donald,1961
1075,Bearing the Cross: Martin Luther King Jr. and the Southern Christian Leadership Conference,David J. Garrow,1986
1076,How We Die: Reflections on Life's Final Chapter,Sherwin B. Nuland,1994
1077,A Life's Work: On Becoming a Mother,Rachel Cusk,2001
1078,Coleridge: Early Visions,Richard Holmes,1989
1079,Across the Wide Missouri,Bernard DeVoto,1947
1080,The Road to Reunion,Paul Herman Buck,1900
1081,George Bancroft: Brahmin Rebel,Russel Blaine Nye,1945
1082,Patterns of Culture,Ruth Benedict,1934
1083,The Engineering of Consent,Edward Bernays,1947
1084,William Cooper's Town,Alan Taylor,1995
1085,So Human an Animal,René Dubos,1969
1086,Postwar,Tony Judt,2005
1087,Theory of Games and Economic Behavior,John Von Neumann,1944
1088,Function of the Orgasm,Wilhelm Reich,1973
1089,The Life of the Mind in America,Perry Miller,1965
1090,The Dragons of Eden,Carl Sagan,1977
1091,"Washington, Village and Capital, 1800-1878",Constance McLaughlin Green,1963
1092,Puritan Village: The Formation of a New England Town,Sumner Chilton Powell,1963
1093,The True Believer,Eric Hoffer,1951
1094,People of Paradox,Michael Kammen,1973
1095,The Masters and the Slaves,Gilberto Freyre,1933
1096,Roosevelt: The Soldier Of Freedom,James MacGregor Burns,1970
1097,The Heavens and the Earth,Walter A. McDougall,1986
1098,Self-Consciousness,John Updike,1989
1099,Abraham Lincoln: The War Years,Carl Sandburg,1939
1100,The Power Elite,C. Wright Mills,1956
1101,The Radicalism of the American Revolution,Gordon S. Wood,1992
1102,Enthusiasms,Bernard Levin,1983
1103,The Revenge of Gaia,James Lovelock,2006
1104,Stilwell and the American Experience in China,Barbara Wertheim Tuchman,1971
1105,The Immense Journey,Loren Eiseley,1957
1106,The Raven,Marquis James,1930
1107,Founding Brothers: The Revolutionary Generation,Joseph Ellis,2000
1108,The Suspicions of Mr Whicher,Kate Summerscale ,2008
1109,Conditioned Reflexes,Ivan Pavlov,1927
1110,Original Meanings,Jack N. Rakove,1997
1111,Arc of Justice,Kevin Boyle,2004
1112,Becoming a Man: Half a Life Story,Paul Monette,1992
1113,Blue Highways: A Journey into America,William Least Heat-Moon,1982
1114,John Keats,Walter Jackson Bate,1964
1115,de Kooning,Mark Stevens and Annalyn Swan,2005
1116,Uncertainty Principle,Werner Heisenberg,1935
1117,"The Prize: The Epic Quest for Oil, Money, and Power",Daniel Yergin,1990
1118,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,2000
1119,Down and Out in Paris and London,George Orwell,1933
1120,Sons of Mississippi,Paul Hendrickson,2002
1121,"Brother, I'm Dying",Edwidge Danticat,2007
1122,The Taft Story,William S. White,1955
1123,Vera,Stacy Schiff,2000
1124,In Search of Our Mothers' Gardens: Prose,Alice Walker,1983
1125,Smoking and Health,Surgeon General,1962
1126,Lincoln at Gettysburg,Garry Wills,1992
1127,The Rising Sun,John Toland,1970
1128,The Big Sea,Langston Hughes,1940
1129,Freedom,Orlando Patterson,1991
1130,Ten Days That Shook the World,John Reed,1919
1131,Farewell to Manzanar,"Jeanne Wakatsuki Houston, James D. Houston",1973
1132,Forgotten First Citizen: John Bigelow,Margaret Clapp,1948
1133,The Era of Good Feelings,George Dangerfield,1952
1134,Coming into the Country,John McPhee,1976
1135,Snobbery: The American Version,Joseph Epstein,2002
1136,Johnathan Edward,Ola Elizabeth Winslow,1941
1137,Eden's Outcasts,John Matteson,2008
1138,The Most Famous Man in America,Debby Applegate,2007
1139,Weapons and Hope,Freeman Dyson,1983
1140,"Benjamin Franklin, Self-Revealed",William Cabell Bruce,1917
1141,Happiness in Marriage,Margaret Sanger,1926
1142,The Dead Hand: The Untold Story of the Cold War Arms Race and Its Dangerous Legacy,David Hoffman,2009
1143,The People's Choice,Herbert Agar,1933
1144,"The Impending Crisis, 1841-1867",David M. Potter,1977
1145,A Sense of Where You Are,John McPhee,1965
1146,Devil In The White City,Erik Larson,2003
1147,Creatures that Once Were Men,Maksim Gorky,1905
